Quote Date,Solicitation #,Quote #,UPC Code,NSN,MFR NAME,MFR Address,City,State / Province,Country,Zip Code,"Product Type D - Domestic End Products | Q - Qualifying Country End Products | NQ - Non-Qualifying Country End Products | O - Other Foreign End Products | N - Free Trade Agreement Country End Products | C - Canadian End Products | DE - Designated Country End Product | ND - Non-Designated Country End Products",MFR Part Number,MFR Cage Code,SKU,Product Title,Product Description,*Quantity,Unit of Measure,WeightUnit,Vendor Wholesale Unit Price,Vendor Wholesale Total Price,Vendor Wholesale FAT UNIT PRICE,Total FAT COGS,Sub - Total FAT Contract Price,Total Quoted Unit Price,Sub - Total Contract Price,Grand Total Contract Price,Contract Profit
5/22/23 0:00,SPE8E523T3496,SR - AMFHA ENTERPRISE,N/A,3455-00-073-7303,MICHIGAN DRILL INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,A-A-51127A,2T930,3455009737303,KNURLING TOOL,KNURLING TOOL,36,EACH,10 POUNDS,60.1,"2,163.60",0,0,0,64.77,"2,331.72","2,331.72",168.12
5/22/23 0:00,SPE8E523T3579,SR - AMAFHA ENTERPRISE,N/A,3455-00-449-7214,MICHIGAN DRILL INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,ASME B94.2-95,2T930,3455004497214,REAMER SET,REAMER SET,4,SET,5 POUNDS,843,"3,372.00",0,0,0,908.5,"3,634.00","3,634.00",262
5/22/23 0:00,SPE8E523T3654,SR - ZORO Q# 384691,N/A,3433-01-324-3801,VICTOR EQUIPMENT,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,0323-0260,63026,3433013243801,TIP HEATING,TIP HEATING,16,EACH,1 POUND,117.44,"1,879.04",0,0,0,128.91,"2,062.56","2,062.56",183.52
5/22/23 0:00,SPE7M223T4491,SR - CANAMIDEX INTERNATIONAL,N/A,1710-01-338-6227,CANAMIDEX CORP,"4 VATA Crt, Unit 28A",Aurora,Ontario,Canada,L4G 4B6,C,6532D720-2,L05H4,1710013386227,BRACKET,BRACKET,151,EACH,5 POUNDS,"1,550.00","234,050.00",0,0,0,"1,933.94","292,024.94","292,024.94","57,974.94"
5/22/23 0:00,SPE8E523T3520,SR - MSC DIRECT Q# 27221559,N/A,9330-01-613-9082,3M COMPANY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,6728,76381,9330016139082,PLASTIC SHEET,PLASTIC SHEET,44,EACH,14 POUNDS,86,"3,784.00",0,0,0,92.68,"4,077.92","4,077.92",293.92
5/22/23 0:00,SPE4A623T73T3,RH - 6150013214749 - mkim@biscoind.com - Quote#B23000286905,N/A,6150-01-321-4749,FLUKE ELECTRONICS CORPORATION,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2948-24-2,4U744,6150013214749,LEAD;ELECTRICAL,LEAD;ELECTRICAL,148,EACH,0.1 lbs ,12.78,"1,891.44",0,0,0,15.98,"2,365.04","2,365.04",473.6
5/22/23 0:00,SPE8EN23T2317,RH - 6760014912731 - customerservice@krollcorp.com - Quote#4852113,N/A,6760-01-491-2731,PELICAN PRODUCTS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1550NF ORANGE,65442,6760014912731,CASE;PHOTOGRAPHIC EQUIPMENT,CASE;PHOTOGRAPHIC EQUIPMENT,10,EACH,7 lbs,151.48,"1,514.80",0,0,0,169.66,"1,696.60","1,696.60",181.8
5/22/23 0:00,SPE8E523T3558,SR - AMAFHA ENTERPRISE,N/A,3455-01-667-1415    ,UNITED ABRASIVES INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,45027,62675,3455016671415,FILE,FILE,38,EACH,2 POUNDS,30.09,"1,143.42",0,0,0,34.53,"1,312.14","1,312.14",168.72
5/23/23 0:00,SPE4A723T288Y,SR - KENT ASSOCIATES INC.,N/A,1560-00-799-8331	,KENT ASSOCIATE INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,67D25007-1,8R034,1560007998331,SEAL,SEAL,17,EACH,1 POUND,398.8,"6,779.60",0,0,0,429.79,"7,306.43","7,306.43",526.83
5/24/23 0:00,SPE7M323T8117,RH - 4730011596454 - Amehta@flowprod.com - QTE#230523B,N/A,4730-01-159-6454,EATON-AEROQUIP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,FD56-1074-12-12,1276,4730011596454,COUPLING HALF;QUICK,COUPLING HALF;QUICK,325,EACH,1 Lb,52.13,"16,942.25",0,0,0,58.39,"18,976.75","18,976.75","2,034.50"
5/24/23 0:00,SPE4A723T266N,RH - 1680015535604 - Jjeffery@phxlogistics.com - Quote#11559,N/A,1680-01-553-5604,PHOENIX LOGISTICS LLC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,D50777-243,0SCJ7,1680015535604,COUPLER;DATA BUS;AI,COUPLER;DATA BUS;AI,6,EACH,5,418.3,"2,509.80",0,0,0,468.5,"2,811.00","2,811.00",301.2
5/25/23 0:00,SPE7L123U2073,RH - 5340011218769 - DEENC@AMAFHAENTERPRISE.COM,N/A,5340-01-121-8769,MCMASTER-CARR SUPPLY CO,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,3913T11,39428,5340011218769,SNAP HOOK,SNAP HOOK,7;520.00,EACH,0.1 lbs,2.05,"15,416.00",0,0,0,2.26,"16,995.20","16,995.20","1,579.20"
5/26/23 0:00,SPE4A723T301B,SR - MSC DIRECT Q# 27227655,N/A,5975-01-496-5269,CHECKERS INDUSTRIAL,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,CP4X125-Y/O,032T9,5975014965269,PROTECTOR,PROTECTOR,96,EACH,5 POUNDS,307.34,"29,504.64",0,0,0,331.22,"31,797.12","31,797.12","2,292.48"
5/26/23 0:00,SPE7L123T373P,SR - UNITED SEAL RUBBER CO INC. Q# 6024685,N/A,5331-01-572-0251,PARKER HANNIFIN ,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2-379 N674,2697,5331015720251,O-RING,O-RING,103,EACH,0.1 POUND,6.2,638.6,0,0,0,7.67,790.01,790.01,151.41
5/26/23 0:00,SPE7M223T5017,SR - AMAFHA ENTERPRISE,N/A,4730-00-277-7132,DUPAGE PRODUCTS GROUP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,AA52506-F-56,5411,4730002777132,CLAMP HOSE,CLAMP HOSE,1;112.00,EACH,1 POUND,0.83,922.96,0,0,0,0.97,"1,078.64","1,078.64",155.68
5/26/23 0:00,SPE4A523T254Z,SR - MSC DIRECT Q# 27241005,N/A,6685-01-622-0319,WIKA HOLDING LP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,9790454,61049,6685016220319,GAUGE,GAUGE,10,EACH,5 POUNDS,50.89,508.9,0,0,0,66.04,660.4,660.4,151.5
5/26/23 0:00,SPE7M323T7080,SR - CANAMIDEX INTERNATIONAL,N/A,4730-01-113-9256,CANAMIDEX CORP,"4 VATA Crt, Unit 28A",Aurora,Ontario,Canada,L4G 4B6,C,2601081,L05H4,4730011139256,STRAINER ELEMENT,STRAINER ELEMENT,25,EACH,2 POUNDS,140,"3,500.00",0,0,0,150.88,"3,772.00","3,772.00",272
5/26/23 0:00,SPE4A623T32X7,SR - CANAMIDEX INTERNATIONAL,N/A,5320-01-538-3392,CANAMIDEX CORP,"4 VATA Crt, Unit 28A",Aurora,Ontario,Canada,L4G 4B6,C,HL273DY-14,L05H4,5320015383392,COLLAR,COLLAR,48,EACH,2 POUNDS,58,"2,784.00",0,0,0,65.41,"3,139.68","3,139.68",355.68
5/26/23 0:00,SPE4A623T87R3,SR - OTC TOOLS Q# 10046590,N/A,6635-01-093-3710	,BOSCH AUTOMOTIVE,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,6673,33287,6635010933710	,TENSION METER,TENSION METER,26,EACH,10 POUNDS,174.11,"4,526.86",0,0,0,187.64,"4,878.64","4,878.64",351.78
5/26/23 0:00,SPE7M423T118U,SR - GREENE RUBBER Q# 309735,N/A,4720-01-469-6915,GREENE RUBBER CO INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2296923P27,73801,4720014696915,TUBING NONMETAL,TUBING NONMETAL,19,EACH,1.01 POUNDS,400,"7,600.00",0,0,0,415.08,"7,886.52","7,886.52",286.52
5/26/23 0:00,SPE7L123T394T,SR - GREENE RUBBER Q# 309734,N/A,5331-00-913-6144	,PARKER HANNIFIN CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2-219 NM702-90,2697,5331009136144	,O-RING,O-RING,527,EACH,1 POUND,0.61,321.47,0,0,0,1.05,553.35,553.35,231.88
5/30/23 0:00,SPE7L523T4305,SR - ZORO Q# 385926,N/A,3030-00-528-4545,CONTITECH USA INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,5L370,72540,3030005284545,V-BELT,V-BELT,20,EACH,1 POUND,10.34,206.8,0,0,0,27.69,553.8,553.8,347
5/30/23 0:00,SPE7M223T5366,RH - 4730000113175 - Andre@millerindustrial.com - Order#QO-05826,N/A,4730-00-011-3175,EATON-AEROQUIP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,3151X2,1276,4730000113175,PLUG;PIPE,PLUG;PIPE,3;850.00,EACH,0.1 lbs,0.58,"2,233.00",0,0,0,0.72,"2,772.00","2,772.00",539
5/30/23 0:00,SPE4A623T80M5,RH - 5325011563834 - miket@ascs.com - QUOTE#05252023,N/A,5325-01-156-3834,SOUTHCO,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,82-15-340-20,94222,5325011563834,STUD;TURNLOCK FASTENER,STUD;TURNLOCK FASTENER ,5;000.00,EACH,0.1 lbs,1.97,"9,850.00",0,0,0,2.4,"12,000.00","12,000.00","2,150.00"
5/30/23 0:00,SPE4A623T83J2,RH - 5325015570069 - mkim@biscoind.com - Quote#: B23000295873,N/A,5325-01-557-0069,AVK INDUSTRIES PRODUCTS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,ALS9T-518-150 ,78276,5325015570069,INSERT;SCREW THREAD,INSERT;SCREW THREAD,986,EACH,0.1 lbs,1.7,"1,676.20",0,0,0,1.95,"1,922.70","1,922.70",246.5
5/30/23 0:00,SPE8E923T3351	,SR - KROLL ,N/A,6760-01-491-2706,PELICAN PRODUCTS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1550 BLACK COLOR,65442,6760014912706,CASE,CASE,25,EACH,70 POUNDS,178.44,"4,461.00",0,0,0,194.09,"4,852.25","4,852.25",391.25
5/30/23 0:00,SPE4A623T76V4,RH - 5310002852177 - mkim@biscoind.com - Quote#B23000295852,N/A,5310-00-285-2177,Greer Stop,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,AN320-3,27687,5310002852177,NUT;PLAIN;SLOTTED;HEXAGON,NUT;PLAIN;SLOTTED;HEXAGON,7;290.00,EACH,0.1 lbs,0.74,"5,394.60",0,0,0,0.85,"6,196.50","6,196.50",801.9
5/26/23 0:00,SPE7L723T5562,SR - BATTERY STORE,N/A,6140-01-160-6586,POWER SONIC CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,PS-12400,56309,6140011606586,BATTERY,BATTERY,4,EACH,29.1 POUNDS,105.08,420.32,0,0,0,202.56,810.24,810.24,389.92
5/26/23 0:00,SPE7M323T8253,SR - AMAFHA ENTERPRISE,N/A,4730-01-553-0777,MORRIS COUPLING,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,A-A-59326/10-9-A,92813,4730015530777,CAP COUPLING,CAP COUPLING,170,EACH,1 POUND,22.8,"3,876.00",0,0,0,24.57,"4,176.90","4,176.90",300.9
5/26/23 0:00,SPE7L423T5747,SR - KROLL,N/A,1005-01-578-9925,OTIS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,316-BLU,01VS3,1005015789925,BRUSH,BRUSH,604,PACKAGE [10EA/PG],0.1 POUND,231.6,"139,886.40",0,0,0,249.6,"150,758.40","150,758.40","10,872.00"
5/31/23 0:00,SPE8EN23T2430,SR - KROLL,N/A,6760-01-491-2017,PELICAN PRODUCTS INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1200NF YELLOW,65442,6760014912017,CASE,CASE,11,EACH,2.7 POUNDS,46.06,506.66,0,0,0,70.83,779.13,779.13,272.47
6/1/23 0:00,SPE7M223T5235,RH - 3030004928109 - BRANCHSTL@MSCDIRECT.COM  - Quote#27243864,N/A,3030-00-492-8109,GATES CORPORATION,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,3V375,24161,3030004928109,BELT;V	,BELT;V,47,Pack of 2 EACH,0.2 lbs ,39.65,"1,863.55",0,0,0,45.6,"2,143.20","2,143.20",279.65
6/2/23 0:00,SPE4A623U1309,RH - 5970004978520 - mkim@biscoind.com - Quote#B23000295875,N/A,5970-00-497-8520,THERMALLOY CO INC,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,4005-15,13103,5970004978520,INSULATOR;DISK ,INSULATOR;DISK,104,EACH,0.1 lbs,17.26,"1,795.04",0,0,0,25.2,"2,620.80","2,620.80",825.76
6/2/23 0:00,SPE4A623T88F5,SR - GATE INDUSTRIES,N/A,6150-01-492-4611,GATES INDUSTRIES,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,12991948,56Z87,6150014924611,WIRING; HARNESS,WIRING; HARNESS,5,EACH,10 POUNDS,"4,150.65","20,753.25",0,0,0,"4,473.16","22,365.80","22,365.80","1,612.55"
6/2/23 0:00,SPE7L323T233T,RH - 2940013786367 - parts@industrialairpower.com,N/A,2940-01-378-6367,QUINCY COMPRESSOR,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2013400282,49576,2940013786367,FILTER ELEMENT;FLUID ,FILTER ELEMENT;FLUID ,82,EACH,2.5 lbs,59.75,"4,899.50",0,0,0,79.47,"6,516.54","6,516.54","1,617.04"
6/2/23 0:00,SPE7M223T5299,RH - 5331001675146 - Rguider@GreeneRubber.com - Quote#309517,N/A,5331-00-167-5146,PARKER-HANNIFIN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2-264V0747-75,2697,5331001675146,O-RING,O-RING,498,EACH,0.1 lbs,15.71,"7,823.58",0,0,0,16.81,"8,371.38","8,371.38",547.8
6/5/23 0:00,SPE7M523T280Z,RH - 5935014317020 - ginger.rocks@eccoconnectors.com - Sales Quote 231979,N/A,5935-01-431-7020,GLENAIR,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,440FWX120NF18,6324,5935014317020,BACKSHELL;ELECTRICAL,BACKSHELL;ELECTRICAL,217,EACH,0.2 lbs,36.73,"7,970.41",0,0,0,39.67,"8,608.39","8,608.39",637.98
6/6/23 0:00,SPE7L123T417Z,SR - USR Q # 6024781,N/A,5331-00-585-9473,UNITED SEAL & RUBBER,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,AS3578-276,4R096,5331005859473,O-RING,O-RING,71,EACH,2 OUNCES,10.68,758.28,0,0,0,13.34,947.14,947.14,188.86
6/6/23 0:00,SPE8ES23T1800,SR - GREENE RUBBER Q# 309949,N/A,8040-01-123-0082,3M COMPANY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,62-1099-7530-0,1A9T3,8040011230082,ADHESIVE,ADHESIVE,25,GALLON,8.34 POUNDS,218.4,"5,460.00",0,0,0,285.6,"7,140.00","7,140.00","1,680.00"
6/6/23 0:00,SPE8EN23T2442	,SR - KROLL ,N/A,6760-01-491-2087,PELICAN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1450 ORANGE,65442,6760014912087,CASE,CASE,38,EACH,10 POUNDS,124.19,"4,719.22",0,0,0,133.84,"5,085.92","5,085.92",366.7
6/6/23 0:00,SPE8EN23T2533,SR - KROLL,N/A,6760-01-295-3560,PELICAN PRODUCTS INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1500 BLACK,65442,6760012953560,CASE,CASE,33,EACH,10 POUNDS,124.87,"4,120.71",0,0,0,134.57,"4,440.81","4,440.81",320.1
6/6/23 0:00,SPE8ED23T1099,SR - KROLL,N/A,8145-01-556-1243,PELICAN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1620 BLACK WITH FOAM,65442,8145015561243,SHIPPING STORAGE,SHIPPING STORAGE,25,EACH,20 POUNDS,314.42,"7,860.50",0,0,0,338.85,"8,471.25","8,471.25",610.75
6/6/23 0:00,SPE7L423T3595,SR - CANAMIDEX INTERNATIONAL,N/A,1095-00-955-3208,CANAMIDEX CORP,"4 VATA Crt, Unit 28A",Aurora,Ontario,Canada,L4G 4B6,C,60C46590,L05H4,1095009553208,VALVE,VALVE,105,EACH,1 POUND,390,"40,950.00","1,250.00","1,250.00","1,297.12",420.3,"44,131.50","45,428.62","3,228.62"
6/6/23 0:00,SPE7L123T430H,SR - GREENE RUBBER Q# 310018,N/A,5331-01-441-6389,3M COMPANY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2-022 S0899-50,2697,5331014416389,O-RING,O-RING,130,EACH,1 OUNCES,0.95,123.5,0,0,0,2.11,274.3,274.3,150.8
6/6/23 0:00,SPE8E523T3627,SR - GREENE RUBBER Q# 309566,N/A,9390-01-227-1085,3M COMPANY,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,680-14; 50 YDS X 1 IN W,76381,9390012271085,TAPE,TAPE,35,ROLL [50 YARDS],1 POUND,99.19,"3,471.65",0,0,0,106.9,"3,741.50","3,741.50",269.85
6/7/23 0:00,SPE4A523T293G,RH - 4010008726028 - ASmith@ecph.com,N/A,4010-00-872-6028,SOUTHCO,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,LW-1036-1-8-00,62060,4010008726028,LANYARD;RACK ASSEMBLY,LANYARD;RACK ASSEMBLY,640,EACH,0.1 lbs,5.03,"3,219.20",0,0,0,5.89,"3,769.60","3,769.60",550.4
6/7/23 0:00,SPE7M423T112G,RH - 4820013227580 - mehdi@canamidex.com,N/A,4820-01-322-7580,CANAMIDEX CORP,"4 VATA Crt, Unit 28A",Aurora,Ontario,Canada,L4G 4B6,C,MIL-V-81940,L05H4,4820013227580,VALVE;BLEEDER;HYDRAULIC SYSTEM,VALVE;BLEEDER;HYDRAULIC SYSTEM ,193,EACH,0.1 lbs,620,"119,660.00",0,0,0,682,"131,626.00","131,626.00","11,966.00"
6/7/23 0:00,SPE7M423T129N,RH - 4730002028469 - calmanza@flowprod.com - Quote#390975,N/A,4730-00-202-8469,EATON-AEROQUIP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,C5205X12,1276,4730002028469,ADAPTER;STRAIGHT;PIPE TO TUBE,ADAPTER;STRAIGHT;PIPE TO TUBE,799,Pack,0.3 lbs,4.9,"3,915.10",0,0,0,5.64,"4,506.36","4,506.36",591.26
6/7/23 0:00,SPE7M923T0762,RH - 6625015641962 - sales@tequipment.net - Quote #2403685,N/A,6625-01-564-1962,FLUKE,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,FLUKE-289,89536,6625015641962,MULTIMETER,MULTIMETER,440,EACH,1.75 LB,794.17,"349,434.80",0,0,0,846.19,"372,323.60","372,323.60","22,888.80"
6/7/23 0:00,SPE7M323T7940,RH - 4730002895506 - deenc@amafhaenterprise.com,N/A,4730-00-289-5506,MUELLER BRASS,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,AA59617-59,41947,4730002895506, UNION;PIPE     , UNION;PIPE     ,674,EACH,3 LBS,37.69,"25,403.06",0,0,0,40.44,"27,256.56","27,256.56","1,853.50"
6/9/23 0:00,SPE8E923T3502	,SR - KROLL,N/A,6760-01-467-2234,PELICAN ,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1650NF,65442,6760014672234,CASE,CASE,19,EACH,10 POUNDS,330.62,"6,281.78",0,0,0,356.31,"6,769.89","6,769.89",488.11
6/9/23 0:00,SPE7M923T0784,SR - SEAL DYNAMICS Q# E000377809,N/A,1290-01-463-1478	,CMP DISPLAY SYSTEMS INC.,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,12976798,59057,1290014631478	,PANEL,PANEL,45,EACH,30 POUNDS,"4,300.00","193,500.00",0,0,0,"4,634.11","208,534.95","208,534.95","15,034.95"
6/9/23 0:00,SPE8E923T3496	,SR - KROLL,N/A,6760-01-491-2137	,PELICAN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1490 BLACK COLOR,65442,6760014912137	,CASE,CASE,5,EACH,10 POUNDS,169.89,849.45,0,0,0,200.08,"1,000.40","1,000.40",150.95
6/9/23 0:00,SPE4A623T91Y5,SR - CREST FOOD SERVICE EQUIPMENT Q# NATMAT28,N/A,6670-01-371-5873,RUBBERMAID,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,BD16SC,3A609,6670013715873,SCALE,SCALE,9,EACH,16 POUNDS,450,"4,050.00",0,0,0,601.96,"5,417.64","5,417.64","1,367.64"
6/9/23 0:00,SPE3SE23T0931,SR - CREST FOOD SERVICE EQUIP Q#NATMAT29,N/A,4110-01-378-0382,DELFIELD CO,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,GBR2P-S,33087,4110013780382,REFRIG,REFRIG,6,EACH,30 POUNDS,"11,175.00","67,050.00",0,0,0,"12,043.30","72,259.80","72,259.80","5,209.80"
6/9/23 0:00,SPE7L123T432K,SR - GREENE RUBBER Q# 310118,N/A,5331-01-443-7661,PARKER HANNIFIN CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,2-234 E0603-70,2697,5331014437661,O-RING,O-RING,10,EACH,1 POUND,10,100,0,0,0,52.78,527.8,527.8,427.8
6/9/23 0:00,SPE7L323T360F,SR - GREENE RUBBER Q# 310189,N/A,5330-01-382-6883,PARKER HANNIFIN CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,19204 H1L5,48482,5330013826883,SEAL,SEAL,62,EACH,5 POUNDS,36.48,"2,261.76",0,0,0,39.31,"2,437.22","2,437.22",175.46
6/9/23 0:00,SPE8ES23T1839,SR - GREENE RUBBER Q# 310194,N/A,8040-01-342-1510,PARKER HANNIFIN CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,50-02-1075-0000,18565,8040013421510,ADHESIVE,KIT,35,KIT,5 POUNDS,155,"5,425.00",0,0,0,180.99,"6,334.65","6,334.65",909.65
6/9/23 0:00,SPE7M923T0783,RH - 6625014895585 - sales@tequipment.net - Quote#2403701,N/A,6625-01-489-5585,Fluke,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,Fluke 177,89536,6625014895585,MULTIMETER,MULTIMETER,247,EACH,1.7 lbs ,385.73,"95,275.31",0,0,0,412.73,"101,944.31","101,944.31","6,669.00"
6/12/23 0:00,SPE7M123T362D,SR - CANAMIDEX INTERNATIONAL,N/A,4320-00-256-8206,CANAMIDEX CORP,"4 VATA Crt, Unit 28A",Aurora,Ontario,Canada,L4G 4B6,C,48S011,L05H4,4320002568206,EJECTOR; JET,EJECTOR; JET,38,EACH,50 POUNDS,"1,650.00","62,700.00",0,0,0,"1,778.20","67,571.60","67,571.60","4,871.60"
6/12/23 0:00,SPE7M423T140Z,SR - GREENE RUBBER Q# 310198,N/A,4720-00-764-0714,SAINT GOBAIN,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,B44-3 3-8X1-2,61501,4720007640714,TUBE,TUBE,686,FEET,5 POUNDS,1.84,"1,262.24",0,0,0,2.06,"1,413.16","1,413.16",150.92
6/12/23 0:00,SPE8E923T3528,SR - KROLL,N/A,6760-01-423-0693,PELICAN ,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,1120-000-110 MODEL FOAM BLACK,65442,6760014230693,CASE,CASE,7,EACH,10 POUNDS,33.08,231.56,0,0,0,54.84,383.88,383.88,152.32
6/12/23 0:00,SPE7L723T5956,SR - STORTRONICS Q# 1005729,N/A,6140-01-518-5195	,POWER SONIC CORP,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,PS-12100 F2,56309,6140015185195,BATTERY,BATTERY,54,EACH,5 POUNDS,23.56,"1,272.24",0,0,0,35.52,"1,918.08","1,918.08",645.84
6/12/23 0:00,SPE7L123U2218,RH - 5330012663260 - erikka.hall@trelleborg.com - Quote#26526,N/A,5330-01-266-3260,Vanseal,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,225Â­2996Â­12Â­1Â­05000,5F893,5330012663260,GASKET,GASKET,26,EACH,0.1 lbs,422.92,"10,995.92",0,0,0,494.22,"12,849.72","12,849.72","1,853.80"
6/12/23 0:00,SPE7M923T0796,RH - 6625015557261 - sales@tequipment.net - Quote#2415289,N/A,6625-01-555-7261,Fluke,2222 CHEROKEE STREET - 1ST FLOOR,ST. LOUIS,MISSOURI,UNITED STATES,63118,D,Fluke 1507,89536,6625015557261,OHMMETER	,OHMMETER	,65,EACH,3 lbs,679.17,"44,146.05",0,0,0,731.94,"47,576.10","47,576.10","3,430.05"
